formula	comparison	target	gated_rank	comparator_rank	signed_displacement	absolute_displacement	shared_top10
桂枝汤	evidence_gated_vs_ungated_union	MAPK1	68	68	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	MIP	69	69	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	MMP1	12	9	-3	3	False
桂枝汤	evidence_gated_vs_ungated_union	MMP13	11	8	-3	3	False
桂枝汤	evidence_gated_vs_ungated_union	MMP2	9	5	-4	4	True
桂枝汤	evidence_gated_vs_ungated_union	MMP3	13	12	-1	1	False
桂枝汤	evidence_gated_vs_ungated_union	MMP7	8	6	-2	2	True
桂枝汤	evidence_gated_vs_ungated_union	MMP9	10	7	-3	3	True
桂枝汤	evidence_gated_vs_ungated_union	NGF	46	33	-13	13	False
桂枝汤	evidence_gated_vs_ungated_union	NLRP3	1	3	2	2	True
桂枝汤	evidence_gated_vs_ungated_union	NOS3	70	70	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	NQO1	71	71	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	NT5E	27	29	2	2	False
桂枝汤	evidence_gated_vs_ungated_union	P4HB	39	44	5	5	False
桂枝汤	evidence_gated_vs_ungated_union	POLB	37	42	5	5	False
桂枝汤	evidence_gated_vs_ungated_union	PRDM16	72	72	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	PSMB5	25	27	2	2	False
桂枝汤	evidence_gated_vs_ungated_union	PTGS2	73	73	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	PTPN1	19	20	1	1	False
桂枝汤	evidence_gated_vs_ungated_union	RPL3	74	74	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	SIRT1	75	75	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	SMAD2	53	51	-2	2	False
桂枝汤	evidence_gated_vs_ungated_union	SNAP25	76	76	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	SOCS1	47	34	-13	13	False
桂枝汤	evidence_gated_vs_ungated_union	STAT3	77	77	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	SUCNR1	78	78	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	TAB2	79	79	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	TDP1	41	46	5	5	False
桂枝汤	evidence_gated_vs_ungated_union	TH	48	35	-13	13	False
桂枝汤	evidence_gated_vs_ungated_union	TLR2	80	80	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	TLR3	81	81	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	TLR4	44	18	-26	26	False
桂枝汤	evidence_gated_vs_ungated_union	TNF	45	23	-22	22	False
桂枝汤	evidence_gated_vs_ungated_union	TP53	82	82	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	TRAF6	83	83	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	TRPA1	26	28	2	2	False
桂枝汤	evidence_gated_vs_ungated_union	TRPV4	84	84	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	UCP1	85	85	0	0	False
桂枝汤	evidence_gated_vs_ungated_union	VEGFA	86	86	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	4	11	7	7	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B10	21	19	-2	2	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	ALB	17	13	-4	4	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX5	38	38	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	APP	32	32	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	BACE1	36	36	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CHRNA7	29	29	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP19A1	5	17	12	12	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A2	31	31	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	23	21	-2	2	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2B6	40	40	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C19	28	28	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C9	30	30	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP3A4	33	33	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	DPP4	42	42	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR1	20	18	-2	2	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR2	14	9	-5	5	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	GLI1	35	35	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	GPBAR1	18	14	-4	4	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HCAR2	24	22	-2	2	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	15	10	-5	5	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HMGB1	43	43	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B1	3	2	-1	1	True
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B2	7	1	-6	6	True
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B1	22	20	-2	2	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B2	16	12	-4	4	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	IL2	2	24	22	22	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOA	34	34	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOB	6	26	20	20	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP1	12	7	-5	5	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP13	11	6	-5	5	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP2	9	4	-5	5	True
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP3	13	8	-5	5	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP7	8	3	-5	5	True
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP9	10	5	-5	5	True
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	NLRP3	1	16	15	15	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	NT5E	27	27	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	P4HB	39	39	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	POLB	37	37	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	PSMB5	25	23	-2	2	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	PTPN1	19	15	-4	4	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	TDP1	41	41	0	0	False
桂枝汤	evidence_gated_vs_cutoff_chembl_measured_only	TRPA1	26	25	-1	1	False
麻黄汤	evidence_gated_vs_ungated_union	AHR	34	34	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	AKR1B1	15	15	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	ALOX5	27	30	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	APP	24	27	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	BACE1	26	29	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	CHRNA7	23	26	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	CYP19A1	4	9	5	5	True
麻黄汤	evidence_gated_vs_ungated_union	CYP1B1	19	20	1	1	False
麻黄汤	evidence_gated_vs_ungated_union	ESR1	17	18	1	1	False
麻黄汤	evidence_gated_vs_ungated_union	ESR2	13	13	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	FGFR3	35	35	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	GATA3	36	36	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	HCAR2	20	21	1	1	False
麻黄汤	evidence_gated_vs_ungated_union	HDAC6	14	14	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	HMGB1	30	33	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	HSD11B1	3	1	-2	2	True
麻黄汤	evidence_gated_vs_ungated_union	HSD11B2	6	2	-4	4	True
麻黄汤	evidence_gated_vs_ungated_union	HSD17B1	18	19	1	1	False
麻黄汤	evidence_gated_vs_ungated_union	HSD17B2	16	16	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	IL2	22	23	1	1	False
麻黄汤	evidence_gated_vs_ungated_union	IL21	37	37	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	IL6	38	38	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	IRAK4	39	39	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	MAOA	25	28	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	MAOB	5	11	6	6	False
麻黄汤	evidence_gated_vs_ungated_union	MMP1	11	8	-3	3	False
麻黄汤	evidence_gated_vs_ungated_union	MMP13	10	6	-4	4	True
麻黄汤	evidence_gated_vs_ungated_union	MMP2	8	3	-5	5	True
麻黄汤	evidence_gated_vs_ungated_union	MMP3	12	12	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	MMP7	7	4	-3	3	True
麻黄汤	evidence_gated_vs_ungated_union	MMP9	9	5	-4	4	True
麻黄汤	evidence_gated_vs_ungated_union	NLRP3	1	7	6	6	True
麻黄汤	evidence_gated_vs_ungated_union	P4HB	28	31	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	PSMB5	21	22	1	1	False
麻黄汤	evidence_gated_vs_ungated_union	SP1	40	40	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	STAT3	41	41	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	TAS2R14	42	42	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	TDP1	29	32	3	3	False
麻黄汤	evidence_gated_vs_ungated_union	TLR4	43	43	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	TLR7	32	24	-8	8	False
麻黄汤	evidence_gated_vs_ungated_union	TNF	31	17	-14	14	False
麻黄汤	evidence_gated_vs_ungated_union	TP53	44	44	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	TRAF6	45	45	0	0	False
麻黄汤	evidence_gated_vs_ungated_union	TRPA1	2	10	8	8	True
麻黄汤	evidence_gated_vs_ungated_union	TRPV1	33	25	-8	8	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	15	11	-4	4	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX5	27	27	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	APP	24	24	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	BACE1	26	26	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	CHRNA7	23	23	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP19A1	4	14	10	10	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	19	17	-2	2	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR1	17	15	-2	2	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR2	13	9	-4	4	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HCAR2	20	18	-2	2	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	14	10	-4	4	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HMGB1	30	30	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B1	3	2	-1	1	True
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B2	6	1	-5	5	True
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B1	18	16	-2	2	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B2	16	12	-4	4	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	IL2	22	20	-2	2	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOA	25	25	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOB	5	22	17	17	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP1	11	7	-4	4	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP13	10	6	-4	4	True
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP2	8	4	-4	4	True
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP3	12	8	-4	4	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP7	7	3	-4	4	True
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP9	9	5	-4	4	True
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	NLRP3	1	13	12	12	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	P4HB	28	28	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	PSMB5	21	19	-2	2	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	TDP1	29	29	0	0	False
麻黄汤	evidence_gated_vs_cutoff_chembl_measured_only	TRPA1	2	21	19	19	False
小柴胡汤	evidence_gated_vs_ungated_union	ABCB1	60	66	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	AIM2	71	68	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	AKR1B1	9	12	3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	AKR1B10	30	35	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	AKT1	72	69	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	ALB	22	26	4	4	False
小柴胡汤	evidence_gated_vs_ungated_union	ALOX12	24	28	4	4	False
小柴胡汤	evidence_gated_vs_ungated_union	ALOX15	23	27	4	4	False
小柴胡汤	evidence_gated_vs_ungated_union	APP	52	58	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	ATF1	73	70	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	ATF2	74	71	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	BACE1	56	62	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	CASP3	75	72	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CAT	76	73	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CD28	77	74	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CD4	78	75	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CD68	79	76	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CD69	80	77	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CD86	81	78	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CDK2	27	32	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	CDK4	82	79	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CDK9	19	18	-1	1	False
小柴胡汤	evidence_gated_vs_ungated_union	CGN	83	80	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CHRNA7	48	54	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	COL1A1	84	81	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CP	65	19	-46	46	False
小柴胡汤	evidence_gated_vs_ungated_union	CRP	85	82	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	CSNK2A1	40	49	9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP19A1	10	16	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP1A1	26	31	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP1A2	43	29	-14	14	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP1B1	7	10	3	3	True
小柴胡汤	evidence_gated_vs_ungated_union	CYP2B6	61	67	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP2C19	46	52	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP2C9	49	55	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	CYP3A4	13	24	11	11	False
小柴胡汤	evidence_gated_vs_ungated_union	DGAT2	86	83	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	DPP4	63	110	47	47	False
小柴胡汤	evidence_gated_vs_ungated_union	EBP	87	84	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	ESR1	29	34	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	ESR2	20	21	1	1	False
小柴胡汤	evidence_gated_vs_ungated_union	FABP4	88	85	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	FBP1	53	59	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	G6PD	89	86	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	GABRA1	4	4	0	0	True
小柴胡汤	evidence_gated_vs_ungated_union	GLI1	55	61	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	GLO1	47	53	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	GPBAR1	25	30	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	GPR35	44	50	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	GRK6	39	48	9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	HDAC6	8	11	3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	HMGB1	64	111	47	47	False
小柴胡汤	evidence_gated_vs_ungated_union	HRH1	90	87	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	HSD11B1	6	3	-3	3	True
小柴胡汤	evidence_gated_vs_ungated_union	HSD11B2	14	6	-8	8	False
小柴胡汤	evidence_gated_vs_ungated_union	HSD17B1	32	37	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	HSD17B2	21	23	2	2	False
小柴胡汤	evidence_gated_vs_ungated_union	HSP90AA1	91	88	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	HTR2C	92	89	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	IL2	36	45	9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	IMPA1	93	90	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	JAK2	94	91	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	KDM1A	5	5	0	0	True
小柴胡汤	evidence_gated_vs_ungated_union	KDM4E	34	39	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	LPL	67	40	-27	27	False
小柴胡汤	evidence_gated_vs_ungated_union	MAOA	54	60	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	MAOB	12	22	10	10	False
小柴胡汤	evidence_gated_vs_ungated_union	MAPK3	95	92	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	MAPK8	96	93	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	MCL1	97	94	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	ME1	98	95	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	MMP1	2	2	0	0	True
小柴胡汤	evidence_gated_vs_ungated_union	MMP13	1	1	0	0	True
小柴胡汤	evidence_gated_vs_ungated_union	MMP2	16	7	-9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	MMP3	18	14	-4	4	False
小柴胡汤	evidence_gated_vs_ungated_union	MMP7	15	8	-7	7	False
小柴胡汤	evidence_gated_vs_ungated_union	MMP9	17	9	-8	8	False
小柴胡汤	evidence_gated_vs_ungated_union	NLRP3	3	13	10	10	False
小柴胡汤	evidence_gated_vs_ungated_union	NR3C1	51	57	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	NR3C2	99	96	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	NT5E	37	46	9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	NTRK1	100	97	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	OPRD1	101	98	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	OPRK1	102	99	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	OPRM1	103	100	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	P4HB	59	65	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	PGC	104	101	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	PGR	50	56	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	PKM	31	36	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	PLK1	11	17	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	POLB	57	63	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	PPARG	105	102	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	PREP	42	25	-17	17	False
小柴胡汤	evidence_gated_vs_ungated_union	PSMB5	35	44	9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	PTGS1	106	103	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	PTGS2	41	15	-26	26	False
小柴胡汤	evidence_gated_vs_ungated_union	PTPN1	28	33	5	5	False
小柴胡汤	evidence_gated_vs_ungated_union	PTPRS	45	51	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	SI	58	64	6	6	False
小柴胡汤	evidence_gated_vs_ungated_union	SNCA	38	47	9	9	False
小柴胡汤	evidence_gated_vs_ungated_union	SST	68	41	-27	27	False
小柴胡汤	evidence_gated_vs_ungated_union	STAT3	69	42	-27	27	False
小柴胡汤	evidence_gated_vs_ungated_union	STAT4	107	104	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	STAT6	108	105	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	TDP1	62	109	47	47	False
小柴胡汤	evidence_gated_vs_ungated_union	TIMP1	109	106	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	TLR4	70	43	-27	27	False
小柴胡汤	evidence_gated_vs_ungated_union	TNF	66	20	-46	46	False
小柴胡汤	evidence_gated_vs_ungated_union	TP53	110	107	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	VDR	111	108	-3	3	False
小柴胡汤	evidence_gated_vs_ungated_union	XDH	33	38	5	5	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	ABCB1	60	59	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	9	13	4	4	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B10	30	25	-5	5	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	ALB	22	15	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX12	24	17	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX15	23	16	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	APP	52	51	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	BACE1	56	55	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CDK2	27	20	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CDK9	19	9	-10	10	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CHRNA7	48	45	-3	3	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CSNK2A1	40	40	0	0	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP19A1	10	23	13	13	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A1	26	19	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A2	43	49	6	6	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	7	10	3	3	True
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2B6	61	60	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C19	46	43	-3	3	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP2C9	49	47	-2	2	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP3A4	13	39	26	26	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	DPP4	63	63	0	0	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR1	29	24	-5	5	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	ESR2	20	11	-9	9	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	FBP1	53	52	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	GABRA1	4	27	23	23	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	GLI1	55	54	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	GLO1	47	44	-3	3	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	GPBAR1	25	18	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	GPR35	44	41	-3	3	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	GRK6	39	38	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	8	12	4	4	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	HMGB1	64	64	0	0	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B1	6	2	-4	4	True
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD11B2	14	1	-13	13	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B1	32	28	-4	4	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	HSD17B2	21	14	-7	7	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	IL2	36	34	-2	2	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	KDM1A	5	30	25	25	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	KDM4E	34	31	-3	3	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOA	54	53	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MAOB	12	35	23	23	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP1	2	7	5	5	True
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP13	1	6	5	5	True
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP2	16	4	-12	12	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP3	18	8	-10	10	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP7	15	3	-12	12	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	MMP9	17	5	-12	12	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	NLRP3	3	22	19	19	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	NR3C1	51	50	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	NT5E	37	36	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	P4HB	59	58	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PGR	50	48	-2	2	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PKM	31	26	-5	5	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PLK1	11	32	21	21	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	POLB	57	56	-1	1	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PREP	42	46	4	4	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PSMB5	35	33	-2	2	False
小柴胡汤	evidence_gated_vs_cutoff_chembl_measured_only	PTGS2	41	61	20	20	False
